Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porción
Código: 953609,Chapsui Col Más Vida 300 g,Energía (kCal),32,32
Código: 953609,Chapsui Col Más Vida 300 g,Proteínas (g),2,2
Código: 953609,Chapsui Col Más Vida 300 g,Grasas Totales (g),0,0
Código: 953609,Chapsui Col Más Vida 300 g,Hidratos de Carbono disponibles (g),5,5
Código: 953609,Chapsui Col Más Vida 300 g,Azúcares totales (g),3.6,3.6
Código: 953609,Chapsui Col Más Vida 300 g,Sodio (mg),14,14
Código: 953610,Chapsui Thai Más Vida 300 g,Energía (kCal),56,56
Código: 953610,Chapsui Thai Más Vida 300 g,Proteínas (g),3.7,3.7
Código: 953610,Chapsui Thai Más Vida 300 g,Grasas Totales (g),3,3
Código: 953610,Chapsui Thai Más Vida 300 g,Grasas Saturadas (g),0.3,0.3
Código: 953610,Chapsui Thai Más Vida 300 g,Grasas Monoinsaturadas (g),1.3,1.3
Código: 953610,Chapsui Thai Más Vida 300 g,Grasas Poliinsaturadas (g),0.7,0.7
Código: 953610,Chapsui Thai Más Vida 300 g,Grasas trans (g),0,0
Código: 953610,Chapsui Thai Más Vida 300 g,Colesterol (mg),0,0
Código: 953610,Chapsui Thai Más Vida 300 g,Hidratos de Carbono disponibles (g),6.3,6.3
Código: 953610,Chapsui Thai Más Vida 300 g,Azúcares totales (g),3.7,3.7
Código: 953610,Chapsui Thai Más Vida 300 g,Sodio (mg),8,8
Código: 953612,Chapsui Especial Más Vida 300 g,Energía (kCal),55,55
Código: 953612,Chapsui Especial Más Vida 300 g,Proteínas (g),4,4
Código: 953612,Chapsui Especial Más Vida 300 g,Grasas Totales (g),3,3
Código: 953612,Chapsui Especial Más Vida 300 g,Grasas Saturadas (g),0.2,0.2
Código: 953612,Chapsui Especial Más Vida 300 g,Grasas Monoinsaturadas (g),1.5,1.5
Código: 953612,Chapsui Especial Más Vida 300 g,Grasas Poliinsaturadas (g),0.7,0.7
Código: 953612,Chapsui Especial Más Vida 300 g,Grasas trans (g),0,0
Código: 953612,Chapsui Especial Más Vida 300 g,Colesterol (mg),0,0
Código: 953612,Chapsui Especial Más Vida 300 g,Hidratos de Carbono disponibles (g),6,6
Código: 953612,Chapsui Especial Más Vida 300 g,Azúcares totales (g),3.5,3.5
Código: 953612,Chapsui Especial Más Vida 300 g,Sodio (mg),8,8
Código: 261177,Porotos Verdes 500 g,Energía (kCal),42,42
Código: 261177,Porotos Verdes 500 g,Proteínas (g),2.6,2.6
Código: 261177,Porotos Verdes 500 g,Grasas Totales (g),0.5,0.5
Código: 261177,Porotos Verdes 500 g,Colesterol (mg),0,0
Código: 261177,Porotos Verdes 500 g,Hidratos de Carbono disponibles (g),3.1,3.1
Código: 261177,Porotos Verdes 500 g,Azúcares totales (g),0.5,0.5
Código: 261177,Porotos Verdes 500 g,Sodio (mg),21,21
Código: 296675,Chalotas Malla 250 g,Energía (kCal),42,21
Código: 296675,Chalotas Malla 250 g,Proteínas (g),1.3,0.7
Código: 296675,Chalotas Malla 250 g,Grasas Totales (g),9,4.5
Código: 296675,Chalotas Malla 250 g,Hidratos de Carbono disponibles (g),0,0
Código: 296675,Chalotas Malla 250 g,Azúcares totales (g),1,0.5
Código: 296675,Chalotas Malla 250 g,Sodio (mg),8,4
Código: 1227318,Albahaca Baby Bandeja 60 g,Energía (kCal),52,2.1
Código: 1227318,Albahaca Baby Bandeja 60 g,Proteínas (g),2.9,0.1
Código: 1227318,Albahaca Baby Bandeja 60 g,Grasas Totales (g),0,0
Código: 1227318,Albahaca Baby Bandeja 60 g,Hidratos de Carbono disponibles (g),7.3,0.3
Código: 1227318,Albahaca Baby Bandeja 60 g,Azúcares totales (g),0.2,0
Código: 1227318,Albahaca Baby Bandeja 60 g,Sodio (mg),4,0.2
Código: 983392,Apio Juliana Dole 300 g,Energía (kCal),16,16
Código: 983392,Apio Juliana Dole 300 g,Proteínas (g),1,1
Código: 983392,Apio Juliana Dole 300 g,Grasas Totales (g),0,0
Código: 983392,Apio Juliana Dole 300 g,Hidratos de Carbono disponibles (g),3,3
Código: 983392,Apio Juliana Dole 300 g,Azúcares totales (g),2,2
Código: 983392,Apio Juliana Dole 300 g,Sodio (mg),80,80
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Energía (kCal),40,20
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Proteínas (g),1,0.5
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Grasas Totales (g),0,0
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Hidratos de Carbono disponibles (g),9,4.5
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Azúcares totales (g),4,2
Código: 1508218,Cebolla Morada Dole Corte Pluma 170 g,Sodio (mg),35,17.5
Código: 451425,Lechuga Escarola 600 g,Energía (kCal),15,7.5
Código: 451425,Lechuga Escarola 600 g,Proteínas (g),1.7,0.9
Código: 451425,Lechuga Escarola 600 g,Grasas Totales (g),0.4,0.2
Código: 451425,Lechuga Escarola 600 g,Hidratos de Carbono disponibles (g),2.2,1.1
Código: 451425,Lechuga Escarola 600 g,Azúcares totales (g),0.8,0.4
Código: 451425,Lechuga Escarola 600 g,Sodio (mg),14,7
Código: 382993,Apio Con Vara 500 g,Energía (kCal),15,11.3
Código: 382993,Apio Con Vara 500 g,Proteínas (g),0.7,0.5
Código: 382993,Apio Con Vara 500 g,Grasas Totales (g),0.2,0.2
Código: 382993,Apio Con Vara 500 g,Hidratos de Carbono disponibles (g),3.4,2.6
Código: 382993,Apio Con Vara 500 g,Azúcares totales (g),1.8,1.4
Código: 382993,Apio Con Vara 500 g,Sodio (mg),82,61.5
Código: 920716,Spring Mix Dole 150 g,Energía (kCal),16,12
Código: 920716,Spring Mix Dole 150 g,Proteínas (g),0,0
Código: 920716,Spring Mix Dole 150 g,Grasas Totales (g),0,0
Código: 920716,Spring Mix Dole 150 g,Hidratos de Carbono disponibles (g),4,3
Código: 920716,Spring Mix Dole 150 g,Azúcares totales (g),1,0.8
Código: 920716,Spring Mix Dole 150 g,Sodio (mg),28,21
Código: 272175,Salsa de Ajo Gourmet 165 cc,Energía (kCal),34,3.4
Código: 272175,Salsa de Ajo Gourmet 165 cc,Proteínas (g),0.5,0.1
Código: 272175,Salsa de Ajo Gourmet 165 cc,Grasas Totales (g),0.1,0
Código: 272175,Salsa de Ajo Gourmet 165 cc,Hidratos de Carbono disponibles (g),7.8,0.8
Código: 272175,Salsa de Ajo Gourmet 165 cc,Azúcares totales (g),1.9,0.2
Código: 272175,Salsa de Ajo Gourmet 165 cc,Sodio (mg),1071,107.1
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Energía (kCal),584,163.5
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Proteínas (g),23.7,6.6
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Grasas Totales (g),51.5,14.4
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Grasas Saturadas (g),4.4,1.2
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Grasas Monoinsaturadas (g),31.4,8.8
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Grasas Poliinsaturadas (g),15.7,4.4
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Grasas trans (g),0,0
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Colesterol (mg),0,0
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Hidratos de Carbono disponibles (g),6.4,1.8
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Azúcares totales (g),7.1,2
Código: 526520,Almendras Fileteadas Alto La Cruz 140 g,Sodio (mg),5.1,1.4
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Energía (kCal),584,175.2
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Proteínas (g),23.7,7.1
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Grasas Totales (g),51.5,15.5
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Grasas Saturadas (g),4.4,1.3
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Grasas Monoinsaturadas (g),31.4,9.4
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Grasas Poliinsaturadas (g),15.7,4.7
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Grasas trans (g),0,0
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Colesterol (mg),0,0
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Hidratos de Carbono disponibles (g),6.4,1.9
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Azúcares totales (g),6.1,1.8
Código: 1984576,Almendra Entera Pelada Tostada 300 g,Sodio (mg),5.1,1.5
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Energía (kCal),447,134.1
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Proteínas (g),8,2.4
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Grasas Totales (g),15.1,4.5
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Grasas Saturadas (g),3,0.9
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Grasas Monoinsaturadas (g),8.4,2.5
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Grasas Poliinsaturadas (g),3.3,1
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Grasas trans (g),0,0
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Colesterol (mg),0,0
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Hidratos de Carbono disponibles (g),72,21.6
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Azúcares totales (g),0.8,0.2
Código: 1983602,Maíz Frito Con Sal de Mar Alto La Cruz 200 g,Sodio (mg),789,236.7
Código: 1984577,Banana Chips 400 g,Energía (kCal),530,159
Código: 1984577,Banana Chips 400 g,Proteínas (g),1.3,0.4
Código: 1984577,Banana Chips 400 g,Grasas Totales (g),30,9
Código: 1984577,Banana Chips 400 g,Grasas Saturadas (g),28.7,8.6
Código: 1984577,Banana Chips 400 g,Grasas Monoinsaturadas (g),1.3,0.4
Código: 1984577,Banana Chips 400 g,Grasas Poliinsaturadas (g),0,0
Código: 1984577,Banana Chips 400 g,Grasas trans (g),0,0
Código: 1984577,Banana Chips 400 g,Colesterol (mg),0,0
Código: 1984577,Banana Chips 400 g,Hidratos de Carbono disponibles (g),63.5,19.1
Código: 1984577,Banana Chips 400 g,Azúcares totales (g),21.5,6.5
Código: 1984577,Banana Chips 400 g,Sodio (mg),12.9,3.9
Código: 1955806,Maní Salado Con Piel 500 g,Energía (kCal),592,88.8
Código: 1955806,Maní Salado Con Piel 500 g,Proteínas (g),26,3.9
Código: 1955806,Maní Salado Con Piel 500 g,Grasas Totales (g),50,7.5
Código: 1955806,Maní Salado Con Piel 500 g,Grasas Saturadas (g),6.4,1
Código: 1955806,Maní Salado Con Piel 500 g,Grasas Monoinsaturadas (g),42,6.3
Código: 1955806,Maní Salado Con Piel 500 g,Grasas Poliinsaturadas (g),2,0.3
Código: 1955806,Maní Salado Con Piel 500 g,Grasas trans (g),0,0
Código: 1955806,Maní Salado Con Piel 500 g,Colesterol (mg),0,0
Código: 1955806,Maní Salado Con Piel 500 g,Hidratos de Carbono disponibles (g),9.1,1.4
Código: 1955806,Maní Salado Con Piel 500 g,Azúcares totales (g),3.6,0.5
Código: 1955806,Maní Salado Con Piel 500 g,Fibra (g),9.4,1.4
Código: 1955806,Maní Salado Con Piel 500 g,Sodio (mg),393,59
Código: 1955804,Maní Salado Sin Piel 500 g,Energía (kCal),595,89.3
Código: 1955804,Maní Salado Sin Piel 500 g,Proteínas (g),26,3.9
Código: 1955804,Maní Salado Sin Piel 500 g,Grasas Totales (g),50,7.5
Código: 1955804,Maní Salado Sin Piel 500 g,Grasas Saturadas (g),6.4,1
Código: 1955804,Maní Salado Sin Piel 500 g,Grasas Monoinsaturadas (g),42,6.3
Código: 1955804,Maní Salado Sin Piel 500 g,Grasas Poliinsaturadas (g),2,0.3
Código: 1955804,Maní Salado Sin Piel 500 g,Grasas trans (g),0,0
Código: 1955804,Maní Salado Sin Piel 500 g,Colesterol (mg),0,0
Código: 1955804,Maní Salado Sin Piel 500 g,Hidratos de Carbono disponibles (g),9.9,1.5
Código: 1955804,Maní Salado Sin Piel 500 g,Azúcares totales (g),3.6,0.5
Código: 1955804,Maní Salado Sin Piel 500 g,Fibra (g),8.6,1.3
Código: 1955804,Maní Salado Sin Piel 500 g,Sodio (mg),389,58.4
Código: 1898588,Semilla de Calabaza 700 g,Energía (kCal),565,169.5
Código: 1898588,Semilla de Calabaza 700 g,Proteínas (g),37.3,11.2
Código: 1898588,Semilla de Calabaza 700 g,Grasas Totales (g),45.4,13.6
Código: 1898588,Semilla de Calabaza 700 g,Grasas Saturadas (g),8.6,2.6
Código: 1898588,Semilla de Calabaza 700 g,Grasas Monoinsaturadas (g),14.4,4.3
Código: 1898588,Semilla de Calabaza 700 g,Grasas Poliinsaturadas (g),22.2,6.7
Código: 1898588,Semilla de Calabaza 700 g,Grasas trans (g),0,0
Código: 1898588,Semilla de Calabaza 700 g,Colesterol (mg),0,0
Código: 1898588,Semilla de Calabaza 700 g,Hidratos de Carbono disponibles (g),1.8,0.5
Código: 1898588,Semilla de Calabaza 700 g,Azúcares totales (g),0.5,0.2
Código: 1898588,Semilla de Calabaza 700 g,Sodio (mg),3,0.9
Código: 1898590,Semilla Linaza 700 g,Energía (kCal),584,175.2
Código: 1898590,Semilla Linaza 700 g,Proteínas (g),18.4,5.5
Código: 1898590,Semilla Linaza 700 g,Grasas Totales (g),45.6,13.7
Código: 1898590,Semilla Linaza 700 g,Grasas Saturadas (g),12.4,3.7
Código: 1898590,Semilla Linaza 700 g,Grasas Monoinsaturadas (g),0.7,0.2
Código: 1898590,Semilla Linaza 700 g,Grasas Poliinsaturadas (g),23.3,7
Código: 1898590,Semilla Linaza 700 g,Grasas trans (g),0.1,0
Código: 1898590,Semilla Linaza 700 g,Colesterol (mg),0,0
Código: 1898590,Semilla Linaza 700 g,Hidratos de Carbono disponibles (g),25.1,7.5
Código: 1898590,Semilla Linaza 700 g,Azúcares totales (g),1.2,0.4
Código: 1898590,Semilla Linaza 700 g,Sodio (mg),21,6.3
Código: 1898591,Mango Deshidratado Lonja 400 g,Energía (kCal),330,66
Código: 1898591,Mango Deshidratado Lonja 400 g,Proteínas (g),0,0
Código: 1898591,Mango Deshidratado Lonja 400 g,Grasas Totales (g),0,0
Código: 1898591,Mango Deshidratado Lonja 400 g,Hidratos de Carbono disponibles (g),81,16.2
Código: 1898591,Mango Deshidratado Lonja 400 g,Azúcares totales (g),37.2,7.4
Código: 1898591,Mango Deshidratado Lonja 400 g,Sodio (mg),270,54
Código: 1898594,Nuez Mariposa Light 700 g,Energía (kCal),657,197.1
Código: 1898594,Nuez Mariposa Light 700 g,Proteínas (g),17.9,5.4
Código: 1898594,Nuez Mariposa Light 700 g,Grasas Totales (g),60.6,18.2
Código: 1898594,Nuez Mariposa Light 700 g,Grasas Saturadas (g),5.2,1.6
Código: 1898594,Nuez Mariposa Light 700 g,Grasas Monoinsaturadas (g),13.8,4.1
Código: 1898594,Nuez Mariposa Light 700 g,Grasas Poliinsaturadas (g),41.5,12.5
Código: 1898594,Nuez Mariposa Light 700 g,Grasas trans (g),0.1,0
Código: 1898594,Nuez Mariposa Light 700 g,Colesterol (mg),0,0
Código: 1898594,Nuez Mariposa Light 700 g,Hidratos de Carbono disponibles (g),10.1,3
Código: 1898594,Nuez Mariposa Light 700 g,Azúcares totales (g),4.2,1.3
Código: 1898594,Nuez Mariposa Light 700 g,Sodio (mg),10,3
Código: 1897116,Mix Cajuna 700 g,Energía (kCal),472,141.6
Código: 1897116,Mix Cajuna 700 g,Proteínas (g),14.1,4.2
Código: 1897116,Mix Cajuna 700 g,Grasas Totales (g),27.9,8.4
Código: 1897116,Mix Cajuna 700 g,Grasas Saturadas (g),4.2,1.3
Código: 1897116,Mix Cajuna 700 g,Grasas Monoinsaturadas (g),14,4.2
Código: 1897116,Mix Cajuna 700 g,Grasas Poliinsaturadas (g),7.1,2.1
Código: 1897116,Mix Cajuna 700 g,Grasas trans (g),0,0
Código: 1897116,Mix Cajuna 700 g,Colesterol (mg),0,0
Código: 1897116,Mix Cajuna 700 g,Hidratos de Carbono disponibles (g),41.1,12.3
Código: 1897116,Mix Cajuna 700 g,Azúcares totales (g),30.7,9.2
Código: 1897116,Mix Cajuna 700 g,Fibra (g),6.5,2
Código: 1897116,Mix Cajuna 700 g,Sodio (mg),9.7,2.9
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Energía (kCal),330,99
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Proteínas (g),2.4,0.7
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Grasas Totales (g),0.72,0.2
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Grasas Saturadas (g),0.15,0
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Grasas Monoinsaturadas (g),0.14,0
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Grasas Poliinsaturadas (g),0.16,0
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Grasas trans (g),0,0
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Colesterol (mg),0,0
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Hidratos de Carbono disponibles (g),78.5,23.6
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Azúcares totales (g),60.9,18.3
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Fibra (g),4.8,1.4
Código: 1897111,Mix Pasas y Berries Cuisine & Co 700 g,Sodio (mg),8.7,2.6
Código: 1885075,Jugo Naranja 300 ml,Energía (kCal),47,94
Código: 1885075,Jugo Naranja 300 ml,Proteínas (g),0.8,1.6
Código: 1885075,Jugo Naranja 300 ml,Grasas Totales (g),0.3,0.6
Código: 1885075,Jugo Naranja 300 ml,Hidratos de Carbono disponibles (g),10,20
Código: 1885075,Jugo Naranja 300 ml,Azúcares totales (g),8.1,16.2
Código: 1885075,Jugo Naranja 300 ml,Sodio (mg),1,2
Código: 1867337,Kale Mix Salad 150 g,Energía (kCal),27.4,13.7
Código: 1867337,Kale Mix Salad 150 g,Proteínas (g),2.8,1.4
Código: 1867337,Kale Mix Salad 150 g,Grasas Totales (g),0.5,0.3
Código: 1867337,Kale Mix Salad 150 g,Hidratos de Carbono disponibles (g),4.9,2.5
Código: 1867337,Kale Mix Salad 150 g,Azúcares totales (g),1,0.5
Código: 1867337,Kale Mix Salad 150 g,Sodio (mg),74.4,37.2
Código: 1846737,Ensalada Dole Country Ranch 350 g,Energía (kCal),172,201.2
Código: 1846737,Ensalada Dole Country Ranch 350 g,Proteínas (g),4,4.7
Código: 1846737,Ensalada Dole Country Ranch 350 g,Grasas Totales (g),13,15.2
Código: 1846737,Ensalada Dole Country Ranch 350 g,Grasas Saturadas (g),2,2.3
Código: 1846737,Ensalada Dole Country Ranch 350 g,Grasas Monoinsaturadas (g),7,8.2
Código: 1846737,Ensalada Dole Country Ranch 350 g,Grasas Poliinsaturadas (g),4,4.7
Código: 1846737,Ensalada Dole Country Ranch 350 g,Grasas trans (g),0,0
Código: 1846737,Ensalada Dole Country Ranch 350 g,Colesterol (mg),14,16.4
Código: 1846737,Ensalada Dole Country Ranch 350 g,Hidratos de Carbono disponibles (g),9,10.5
Código: 1846737,Ensalada Dole Country Ranch 350 g,Azúcares totales (g),3,3.5
Código: 1846737,Ensalada Dole Country Ranch 350 g,Sodio (mg),183,214.1
Código: 1845791,Tallarines de Betarraga 400 g,Energía (kCal),43,34.4
Código: 1845791,Tallarines de Betarraga 400 g,Proteínas (g),1.61,1.3
Código: 1845791,Tallarines de Betarraga 400 g,Grasas Totales (g),0.17,0.1
Código: 1845791,Tallarines de Betarraga 400 g,Hidratos de Carbono disponibles (g),9.56,7.6
Código: 1845791,Tallarines de Betarraga 400 g,Azúcares totales (g),6.76,5.4
Código: 1845791,Tallarines de Betarraga 400 g,Sodio (mg),78,62.4
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Energía (kCal),484,145.2
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Proteínas (g),12.07,3.6
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Grasas Totales (g),29.27,8.8
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Grasas Saturadas (g),2.82,0.8
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Grasas Monoinsaturadas (g),10.7,3.2
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Grasas Poliinsaturadas (g),15.74,4.7
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Grasas trans (g),0,0
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Colesterol (mg),0,0
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Hidratos de Carbono disponibles (g),15.55,4.7
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Azúcares totales (g),49.6,14.9
Código: 1845593,Mix Frutos Secos Deshidratados Pote 300 g,Sodio (mg),6.42,1.9
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Energía (kCal),25,12.5
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Proteínas (g),2.58,1.3
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Grasas Totales (g),0.66,0.3
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Hidratos de Carbono disponibles (g),3.65,1.8
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Azúcares totales (g),2.05,1
Código: 1845588,Rapilista Rúcula Agrolam 50 g,Sodio (mg),27,13.5
Código: 1800802,Avellana Chilena 100 g,Energía (kCal),426,127.8
Código: 1800802,Avellana Chilena 100 g,Proteínas (g),12.4,3.7
Código: 1800802,Avellana Chilena 100 g,Grasas Totales (g),18.2,5.5
Código: 1800802,Avellana Chilena 100 g,Grasas Saturadas (g),2.1,0.6
Código: 1800802,Avellana Chilena 100 g,Grasas Monoinsaturadas (g),12.9,3.9
Código: 1800802,Avellana Chilena 100 g,Grasas Poliinsaturadas (g),3.1,0.9
Código: 1800802,Avellana Chilena 100 g,Grasas trans (g),0,0
Código: 1800802,Avellana Chilena 100 g,Colesterol (mg),0,0
Código: 1800802,Avellana Chilena 100 g,Hidratos de Carbono disponibles (g),53.2,16
Código: 1800802,Avellana Chilena 100 g,Azúcares totales (g),8.6,2.6
Código: 1800802,Avellana Chilena 100 g,Fibra (g),10.2,3.1
Código: 1800802,Avellana Chilena 100 g,Sodio (mg),54,16.2
Código: 1800787,Huesillo Deshidratado 400 g,Energía (kCal),230,138
Código: 1800787,Huesillo Deshidratado 400 g,Proteínas (g),4.4,2.6
Código: 1800787,Huesillo Deshidratado 400 g,Grasas Totales (g),0.4,0.2
Código: 1800787,Huesillo Deshidratado 400 g,Hidratos de Carbono disponibles (g),52.2,31.3
Código: 1800787,Huesillo Deshidratado 400 g,Azúcares totales (g),42,25.2
Código: 1800787,Huesillo Deshidratado 400 g,Sodio (mg),112,67.2
Código: 1808856,Huesillos 1 kg,Energía (kCal),230,138
Código: 1808856,Huesillos 1 kg,Proteínas (g),4.4,2.6
Código: 1808856,Huesillos 1 kg,Grasas Totales (g),0.4,0.2
Código: 1808856,Huesillos 1 kg,Hidratos de Carbono disponibles (g),52.2,31.3
Código: 1808856,Huesillos 1 kg,Azúcares totales (g),42,25.2
Código: 1808856,Huesillos 1 kg,Sodio (mg),112,67.2
Código: 1741031,Damasco 140 g,Energía (kCal),239,119.5
Código: 1741031,Damasco 140 g,Proteínas (g),3.61,1.8
Código: 1741031,Damasco 140 g,Grasas Totales (g),0.76,0.4
Código: 1741031,Damasco 140 g,Hidratos de Carbono disponibles (g),61.33,30.7
Código: 1741031,Damasco 140 g,Azúcares totales (g),41.74,20.9
Código: 1741031,Damasco 140 g,Sodio (mg),7,3.5
Código: 1741028,Cramberries Deshidratado 150 g,Energía (kCal),317,95.1
Código: 1741028,Cramberries Deshidratado 150 g,Proteínas (g),1.9,0.6
Código: 1741028,Cramberries Deshidratado 150 g,Grasas Totales (g),0.4,0.1
Código: 1741028,Cramberries Deshidratado 150 g,Hidratos de Carbono disponibles (g),81.7,24.5
Código: 1741028,Cramberries Deshidratado 150 g,Azúcares totales (g),68,20.4
Código: 1741028,Cramberries Deshidratado 150 g,Fibra (g),4.6,1.4
Código: 1741028,Cramberries Deshidratado 150 g,Sodio (mg),30,9
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Energía (kCal),13,13
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Proteínas (g),1.35,1.4
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Grasas Totales (g),0.22,0.2
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Hidratos de Carbono disponibles (g),2.23,2.2
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Azúcares totales (g),0.94,0.9
Código: 1444116,Lechuga Vegus Butterhead Orgánico Clamshell 500 g,Sodio (mg),5,5
Código: 260985,Pak Choi 400 g,Energía (kCal),13,13
Código: 260985,Pak Choi 400 g,Proteínas (g),2,2
Código: 260985,Pak Choi 400 g,Grasas Totales (g),0,0
Código: 260985,Pak Choi 400 g,Hidratos de Carbono disponibles (g),2,2
Código: 260985,Pak Choi 400 g,Azúcares totales (g),1,1
Código: 260985,Pak Choi 400 g,Sodio (mg),65,65
Código: 986801,Acelga Roja Orgánica 100 g,Energía (kCal),19,19
Código: 986801,Acelga Roja Orgánica 100 g,Proteínas (g),1.8,1.8
Código: 986801,Acelga Roja Orgánica 100 g,Grasas Totales (g),0.2,0.2
Código: 986801,Acelga Roja Orgánica 100 g,Hidratos de Carbono disponibles (g),3.7,3.7
Código: 986801,Acelga Roja Orgánica 100 g,Azúcares totales (g),1.1,1.1
Código: 986801,Acelga Roja Orgánica 100 g,Sodio (mg),213,213
Código: 986804,Asian Salad Mix Orgánica 150 g,Energía (kCal),18.9,9.5
Código: 986804,Asian Salad Mix Orgánica 150 g,Proteínas (g),1.9,1
Código: 986804,Asian Salad Mix Orgánica 150 g,Grasas Totales (g),0.3,0.2
Código: 986804,Asian Salad Mix Orgánica 150 g,Hidratos de Carbono disponibles (g),3.4,1.7
Código: 986804,Asian Salad Mix Orgánica 150 g,Azúcares totales (g),0.4,0.2
Código: 986804,Asian Salad Mix Orgánica 150 g,Sodio (mg),44.2,22.1
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Energía (kCal),15.2,7.6
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Proteínas (g),1.62,0.8
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Grasas Totales (g),0.28,0.1
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Hidratos de Carbono disponibles (g),2.51,1.3
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Azúcares totales (g),1,0.5
Código: 1522562,Ensalada Vegus Orgánica Mix Francés Vegus 150 g,Sodio (mg),14.6,7.3
Código: 260456,Achicoria unid,Energía (kCal),14,11.9
Código: 260456,Achicoria unid,Proteínas (g),1,0.9
Código: 260456,Achicoria unid,Grasas Totales (g),0.1,0.1
Código: 260456,Achicoria unid,Hidratos de Carbono disponibles (g),3,2.6
Código: 260456,Achicoria unid,Azúcares totales (g),2,1.7
