Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porción
Código: 695683,Nuez Partida 200 g,Azúcares totales (g),4,1.1
Código: 695683,Nuez Partida 200 g,Sodio (mg),8.6,2.4
Código: 526515,Mix Natural 300 g,Energía (kCal),440,132
Código: 526515,Mix Natural 300 g,Proteínas (g),20,6
Código: 526515,Mix Natural 300 g,Grasas Totales (g),21,6.3
Código: 526515,Mix Natural 300 g,Grasas Saturadas (g),2.4,0.7
Código: 526515,Mix Natural 300 g,Grasas Monoinsaturadas (g),17,5.1
Código: 526515,Mix Natural 300 g,Grasas Poliinsaturadas (g),2.5,0.8
Código: 526515,Mix Natural 300 g,Grasas trans (g),0,0
Código: 526515,Mix Natural 300 g,Colesterol (mg),0,0
Código: 526515,Mix Natural 300 g,Hidratos de Carbono disponibles (g),42,12.6
Código: 526515,Mix Natural 300 g,Azúcares totales (g),26,7.8
Código: 526515,Mix Natural 300 g,Sodio (mg),14,4.2
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Energía (kCal),196,29.4
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Proteínas (g),0.6,0.1
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Grasas Totales (g),19.1,2.9
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Grasas Saturadas (g),2.1,0.3
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Grasas Monoinsaturadas (g),6.9,1
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Grasas Poliinsaturadas (g),10,1.5
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Grasas trans (g),0.1,0
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Colesterol (mg),0,0
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Hidratos de Carbono disponibles (g),5.4,0.8
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Azúcares totales (g),3.5,0.5
Código: 1560937,Aliño Ajo Ciboulette Gourmet Envase 250 g,Sodio (mg),735,110.3
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Energía (kCal),608,182.4
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Proteínas (g),19.7,5.9
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Grasas Totales (g),41.8,12.5
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Grasas Saturadas (g),16.7,5
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Grasas Monoinsaturadas (g),8.1,2.4
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Grasas Poliinsaturadas (g),4,1.2
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Grasas trans (g),0.11,0
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Colesterol (mg),1,0.3
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Hidratos de Carbono disponibles (g),38.3,11.5
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Azúcares totales (g),5.7,1.7
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Fibra (g),8.4,2.5
Código: 1996135,Fibra Nature’s Heart Snack 70 g,Sodio (mg),36,10.8
Código: 1973831,Huesillo Grande 600 g,Energía (kCal),239,71.7
Código: 1973831,Huesillo Grande 600 g,Proteínas (g),3.6,1.1
Código: 1973831,Huesillo Grande 600 g,Grasas Totales (g),0.8,0.2
Código: 1973831,Huesillo Grande 600 g,Hidratos de Carbono disponibles (g),61,18.3
Código: 1973831,Huesillo Grande 600 g,Azúcares totales (g),42,12.6
Código: 1973831,Huesillo Grande 600 g,Fibra (g),8.2,2.5
Código: 1973831,Huesillo Grande 600 g,Sodio (mg),7,2.1
Código: 1973832,Ciruela Sin Carozo 250 g,Energía (kCal),240,120
Código: 1973832,Ciruela Sin Carozo 250 g,Proteínas (g),2.2,1.1
Código: 1973832,Ciruela Sin Carozo 250 g,Grasas Totales (g),0.4,0.2
Código: 1973832,Ciruela Sin Carozo 250 g,Hidratos de Carbono disponibles (g),64,32
Código: 1973832,Ciruela Sin Carozo 250 g,Azúcares totales (g),38,19
Código: 1973832,Ciruela Sin Carozo 250 g,Fibra (g),7.1,3.6
Código: 1973832,Ciruela Sin Carozo 250 g,Sodio (mg),2,1
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Energía (kCal),194,38.8
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Proteínas (g),3.1,0.6
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Grasas Totales (g),0.3,0.1
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Hidratos de Carbono disponibles (g),44.7,8.9
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Azúcares totales (g),27.3,5.5
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Fibra (g),9.5,1.9
Código: 1937125,Pasta Ajo Negro Chilote 125 g,Sodio (mg),10.9,2.2
Código: 1933768,Granola Keto Matcha 312 g,Energía (kCal),542,162.6
Código: 1933768,Granola Keto Matcha 312 g,Proteínas (g),16,4.8
Código: 1933768,Granola Keto Matcha 312 g,Grasas Totales (g),50,15
Código: 1933768,Granola Keto Matcha 312 g,Grasas Saturadas (g),18,5.4
Código: 1933768,Granola Keto Matcha 312 g,Grasas Monoinsaturadas (g),16,4.8
Código: 1933768,Granola Keto Matcha 312 g,Grasas Poliinsaturadas (g),13,3.9
Código: 1933768,Granola Keto Matcha 312 g,Grasas trans (g),0,0
Código: 1933768,Granola Keto Matcha 312 g,Colesterol (mg),0,0
Código: 1933768,Granola Keto Matcha 312 g,Hidratos de Carbono disponibles (g),7.7,2.3
Código: 1933768,Granola Keto Matcha 312 g,Azúcares totales (g),3.5,1.1
Código: 1933768,Granola Keto Matcha 312 g,Fibra (g),7.2,2.2
Código: 1933768,Granola Keto Matcha 312 g,Sodio (mg),127,38.1
Código: 1897110,Mix Frutos Del Bosque 700 g,Energía (kCal),449,134.7
Código: 1897110,Mix Frutos Del Bosque 700 g,Proteínas (g),12.4,3.7
Código: 1897110,Mix Frutos Del Bosque 700 g,Grasas Totales (g),22.7,6.8
Código: 1897110,Mix Frutos Del Bosque 700 g,Grasas Saturadas (g),2.7,0.8
Código: 1897110,Mix Frutos Del Bosque 700 g,Grasas Monoinsaturadas (g),4.8,1.4
Código: 1897110,Mix Frutos Del Bosque 700 g,Grasas Poliinsaturadas (g),1.9,0.6
Código: 1897110,Mix Frutos Del Bosque 700 g,Grasas trans (g),0,0
Código: 1897110,Mix Frutos Del Bosque 700 g,Colesterol (mg),0,0
Código: 1897110,Mix Frutos Del Bosque 700 g,Hidratos de Carbono disponibles (g),48.7,14.6
Código: 1897110,Mix Frutos Del Bosque 700 g,Azúcares totales (g),36.8,11
Código: 1897110,Mix Frutos Del Bosque 700 g,Fibra (g),7.4,2.2
Código: 1897110,Mix Frutos Del Bosque 700 g,Sodio (mg),26.2,7.9
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Energía (kCal),470,141
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Proteínas (g),15.8,4.7
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Grasas Totales (g),30.3,9.1
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Grasas Saturadas (g),4.2,1.3
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Grasas Monoinsaturadas (g),14.7,4.4
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Grasas Poliinsaturadas (g),9.7,2.9
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Grasas trans (g),0,0
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Colesterol (mg),0,0
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Hidratos de Carbono disponibles (g),37.6,11.3
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Azúcares totales (g),25.3,7.6
Código: 1855111,Pack Snack Saludable Mix Frutos Secos y Semillas 30 g 10 un.,Sodio (mg),8.5,2.6
Código: 1842276,Mix Frutos Del Bosque 700 g,Energía (kCal),448,134.4
Código: 1842276,Mix Frutos Del Bosque 700 g,Proteínas (g),14,4.2
Código: 1842276,Mix Frutos Del Bosque 700 g,Grasas Totales (g),25,7.5
Código: 1842276,Mix Frutos Del Bosque 700 g,Grasas Saturadas (g),3.5,1.1
Código: 1842276,Mix Frutos Del Bosque 700 g,Grasas Monoinsaturadas (g),14,4.2
Código: 1842276,Mix Frutos Del Bosque 700 g,Grasas Poliinsaturadas (g),5.2,1.6
Código: 1842276,Mix Frutos Del Bosque 700 g,Grasas trans (g),0,0
Código: 1842276,Mix Frutos Del Bosque 700 g,Colesterol (mg),0,0
Código: 1842276,Mix Frutos Del Bosque 700 g,Hidratos de Carbono disponibles (g),50,15
Código: 1842276,Mix Frutos Del Bosque 700 g,Azúcares totales (g),34,10.2
Código: 1842276,Mix Frutos Del Bosque 700 g,Fibra (g),7.2,2.2
Código: 1842276,Mix Frutos Del Bosque 700 g,Sodio (mg),31,9.3
Código: 1740923,Pack Mix Pasas 90 g,Energía (kCal),299,"89.7,299 / 89.7"
Código: 1740923,Pack Mix Pasas 90 g,Proteínas (g),3.1,"0.9,3.1 / 0.9"
Código: 1740923,Pack Mix Pasas 90 g,Grasas Totales (g),0.5,"0.2,0.5 / 0.2"
Código: 1740923,Pack Mix Pasas 90 g,Colesterol (mg),0,"0,0 / 0"
Código: 1740923,Pack Mix Pasas 90 g,Hidratos de Carbono disponibles (g),79.2,"23.8,79.2 / 23.8"
Código: 1740923,Pack Mix Pasas 90 g,Azúcares totales (g),59.2,"17.8,59.2 / 17.8"
Código: 1740923,Pack Mix Pasas 90 g,Fibra (g),3.7,"1.1,3.7 / 1.1"
Código: 1740923,Pack Mix Pasas 90 g,Sodio (mg),11,"3.3,11 / 3.3"
Código: 1691588,Mix Pote 150 g,Energía (kCal),51,38.3
Código: 1691588,Mix Pote 150 g,Proteínas (g),3.2,2.4
Código: 1691588,Mix Pote 150 g,Grasas Totales (g),0.8,0.6
Código: 1691588,Mix Pote 150 g,Hidratos de Carbono disponibles (g),7.8,5.9
Código: 1691588,Mix Pote 150 g,Azúcares totales (g),0,0
Código: 1691588,Mix Pote 150 g,Sodio (mg),44,33
Código: 899612,Brotes de Soya,Energía (kCal),43,21.5
Código: 899612,Brotes de Soya,Proteínas (g),4,2
Código: 899612,Brotes de Soya,Grasas Totales (g),3,1.5
Código: 899612,Brotes de Soya,Grasas Saturadas (g),0,0
Código: 899612,Brotes de Soya,Grasas Monoinsaturadas (g),0,0
Código: 899612,Brotes de Soya,Grasas Poliinsaturadas (g),1,0.5
Código: 899612,Brotes de Soya,Grasas trans (g),0,0
Código: 899612,Brotes de Soya,Colesterol (mg),0,0
Código: 899612,Brotes de Soya,Hidratos de Carbono disponibles (g),4,2
Código: 899612,Brotes de Soya,Azúcares totales (g),0,0
Código: 899612,Brotes de Soya,Sodio (mg),6,3
Código: 574126,Almendras Naturales Surco 80 g,Energía (kCal),579,173.7
Código: 574126,Almendras Naturales Surco 80 g,Proteínas (g),21.2,6.4
Código: 574126,Almendras Naturales Surco 80 g,Grasas Totales (g),49.9,15
Código: 574126,Almendras Naturales Surco 80 g,Grasas Saturadas (g),3.8,1.1
Código: 574126,Almendras Naturales Surco 80 g,Grasas Monoinsaturadas (g),31.6,9.5
Código: 574126,Almendras Naturales Surco 80 g,Grasas Poliinsaturadas (g),12.3,3.7
Código: 574126,Almendras Naturales Surco 80 g,Grasas trans (g),0,0
Código: 574126,Almendras Naturales Surco 80 g,Colesterol (mg),0,0
Código: 574126,Almendras Naturales Surco 80 g,Hidratos de Carbono disponibles (g),9.1,2.7
Código: 574126,Almendras Naturales Surco 80 g,Azúcares totales (g),4.4,1.3
Código: 574126,Almendras Naturales Surco 80 g,Sodio (mg),1,0.3
Código: 526522,Huesillos 1 kg,Energía (kCal),229,183.2
Código: 526522,Huesillos 1 kg,Proteínas (g),4.2,3.4
Código: 526522,Huesillos 1 kg,Grasas Totales (g),0.2,0.2
Código: 526522,Huesillos 1 kg,Colesterol (mg),0,0
Código: 526522,Huesillos 1 kg,Hidratos de Carbono disponibles (g),52.7,42.2
Código: 526522,Huesillos 1 kg,Azúcares totales (g),37.7,30.2
Código: 526522,Huesillos 1 kg,Sodio (mg),60,48
Código: 1497667,Mix de Frutos Secos 250 g,Energía (kCal),468,140.4
Código: 1497667,Mix de Frutos Secos 250 g,Proteínas (g),12.1,3.6
Código: 1497667,Mix de Frutos Secos 250 g,Grasas Totales (g),28,8.4
Código: 1497667,Mix de Frutos Secos 250 g,Grasas Saturadas (g),7.6,2.3
Código: 1497667,Mix de Frutos Secos 250 g,Grasas Monoinsaturadas (g),17,5.1
Código: 1497667,Mix de Frutos Secos 250 g,Grasas Poliinsaturadas (g),10.8,3.2
Código: 1497667,Mix de Frutos Secos 250 g,Grasas trans (g),0,0
Código: 1497667,Mix de Frutos Secos 250 g,Colesterol (mg),0,0
Código: 1497667,Mix de Frutos Secos 250 g,Hidratos de Carbono disponibles (g),42.2,12.7
Código: 1497667,Mix de Frutos Secos 250 g,Azúcares totales (g),17.9,5.4
Código: 1497667,Mix de Frutos Secos 250 g,Sodio (mg),7.1,2.1
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Energía (kCal),194,38.8
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Proteínas (g),3.1,0.6
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Grasas Totales (g),0.3,0.1
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Hidratos de Carbono disponibles (g),44.7,8.9
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Azúcares totales (g),27.3,5.5
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Fibra (g),9.5,1.9
Código: 1898908,Dientes de Ajo Negro Chilote 80 g,Sodio (mg),10.9,2.2
Código: 1855109,Súper Mix Frutos Secos 1 kg,Energía (kCal),375,112.5
Código: 1855109,Súper Mix Frutos Secos 1 kg,Proteínas (g),10.9,3.3
Código: 1855109,Súper Mix Frutos Secos 1 kg,Grasas Totales (g),18.9,5.7
Código: 1855109,Súper Mix Frutos Secos 1 kg,Grasas Saturadas (g),2,0.6
Código: 1855109,Súper Mix Frutos Secos 1 kg,Grasas Monoinsaturadas (g),9.1,2.7
Código: 1855109,Súper Mix Frutos Secos 1 kg,Grasas Poliinsaturadas (g),7.2,2.2
Código: 1855109,Súper Mix Frutos Secos 1 kg,Grasas trans (g),0,0
Código: 1855109,Súper Mix Frutos Secos 1 kg,Colesterol (mg),0,0
Código: 1855109,Súper Mix Frutos Secos 1 kg,Hidratos de Carbono disponibles (g),40.9,12.3
Código: 1855109,Súper Mix Frutos Secos 1 kg,Azúcares totales (g),25.3,7.6
Código: 1855109,Súper Mix Frutos Secos 1 kg,Sodio (mg),30.4,9.1
Código: 1616094,Avellana Europea 120 g,Energía (kCal),646,193.8
Código: 1616094,Avellana Europea 120 g,Proteínas (g),15,4.5
Código: 1616094,Avellana Europea 120 g,Grasas Totales (g),62.4,18.7
Código: 1616094,Avellana Europea 120 g,Grasas Saturadas (g),4.5,1.4
Código: 1616094,Avellana Europea 120 g,Grasas Monoinsaturadas (g),46.6,14
Código: 1616094,Avellana Europea 120 g,Grasas Poliinsaturadas (g),8.4,2.5
Código: 1616094,Avellana Europea 120 g,Grasas trans (g),0,0
Código: 1616094,Avellana Europea 120 g,Colesterol (mg),0,0
Código: 1616094,Avellana Europea 120 g,Hidratos de Carbono disponibles (g),8.2,2.5
Código: 1616094,Avellana Europea 120 g,Azúcares totales (g),4.9,1.5
Código: 1616094,Avellana Europea 120 g,Sodio (mg),0,0
Código: 574125,Nuez Mariposa Surco 80 g,Energía (kCal),654,196.2
Código: 574125,Nuez Mariposa Surco 80 g,Proteínas (g),15.2,4.6
Código: 574125,Nuez Mariposa Surco 80 g,Grasas Totales (g),65.2,19.6
Código: 574125,Nuez Mariposa Surco 80 g,Grasas Saturadas (g),6.1,1.8
Código: 574125,Nuez Mariposa Surco 80 g,Grasas Monoinsaturadas (g),8.9,2.7
Código: 574125,Nuez Mariposa Surco 80 g,Grasas Poliinsaturadas (g),47.2,14.2
Código: 574125,Nuez Mariposa Surco 80 g,Grasas trans (g),0,0
Código: 574125,Nuez Mariposa Surco 80 g,Colesterol (mg),0,0
Código: 574125,Nuez Mariposa Surco 80 g,Hidratos de Carbono disponibles (g),7,2.1
Código: 574125,Nuez Mariposa Surco 80 g,Azúcares totales (g),2.6,0.8
Código: 574125,Nuez Mariposa Surco 80 g,Sodio (mg),2,0.6
Código: 911596,Mezcla Wok Agrosano Base 300 g,Energía (kCal),31,31
Código: 911596,Mezcla Wok Agrosano Base 300 g,Proteínas (g),2.6,2.6
Código: 911596,Mezcla Wok Agrosano Base 300 g,Grasas Totales (g),0.2,0.2
Código: 911596,Mezcla Wok Agrosano Base 300 g,Hidratos de Carbono disponibles (g),5.5,5.5
Código: 911596,Mezcla Wok Agrosano Base 300 g,Azúcares totales (g),3.5,3.5
Código: 911596,Mezcla Wok Agrosano Base 300 g,Sodio (mg),9.3,9.3
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Energía (kCal),553,165.9
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Proteínas (g),16.9,5.1
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Grasas Totales (g),32.2,9.7
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Grasas Saturadas (g),8,2.4
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Grasas Monoinsaturadas (g),10,3
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Grasas Poliinsaturadas (g),4.2,1.3
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Grasas trans (g),0.06,0
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Colesterol (mg),1,0.3
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Hidratos de Carbono disponibles (g),49.1,14.7
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Azúcares totales (g),26.7,8
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Fibra (g),8.4,2.5
Código: 1996132,Snack Proteína Nature’s Heart 300 g,Sodio (mg),22,6.6
Código: 1996133,Fibra Nature’s Heart 300 g,Energía (kCal),608,182.4
Código: 1996133,Fibra Nature’s Heart 300 g,Proteínas (g),19.7,5.9
Código: 1996133,Fibra Nature’s Heart 300 g,Grasas Totales (g),41.8,12.5
Código: 1996133,Fibra Nature’s Heart 300 g,Grasas Saturadas (g),16.7,5
Código: 1996133,Fibra Nature’s Heart 300 g,Grasas Monoinsaturadas (g),8.1,2.4
Código: 1996133,Fibra Nature’s Heart 300 g,Grasas Poliinsaturadas (g),4,1.2
Código: 1996133,Fibra Nature’s Heart 300 g,Grasas trans (g),0.11,0
Código: 1996133,Fibra Nature’s Heart 300 g,Colesterol (mg),1,0.3
Código: 1996133,Fibra Nature’s Heart 300 g,Hidratos de Carbono disponibles (g),38.3,11.5
Código: 1996133,Fibra Nature’s Heart 300 g,Azúcares totales (g),5.7,1.7
Código: 1996133,Fibra Nature’s Heart 300 g,Fibra (g),8.4,2.5
Código: 1996133,Fibra Nature’s Heart 300 g,Sodio (mg),36,10.8
Código: 1852594,Nuez Partida 200 g,Energía (kCal),667,200.1
Código: 1852594,Nuez Partida 200 g,Proteínas (g),17.9,5.4
Código: 1852594,Nuez Partida 200 g,Grasas Totales (g),60.6,18.2
Código: 1852594,Nuez Partida 200 g,Grasas Saturadas (g),5.2,1.6
Código: 1852594,Nuez Partida 200 g,Grasas Monoinsaturadas (g),9.6,2.9
Código: 1852594,Nuez Partida 200 g,Grasas Poliinsaturadas (g),41.5,12.5
Código: 1852594,Nuez Partida 200 g,Grasas trans (g),0.1,0
Código: 1852594,Nuez Partida 200 g,Colesterol (mg),1,0.3
Código: 1852594,Nuez Partida 200 g,Hidratos de Carbono disponibles (g),12.5,3.8
Código: 1852594,Nuez Partida 200 g,Azúcares totales (g),4.2,1.3
Código: 1852594,Nuez Partida 200 g,Sodio (mg),12,3.6
Código: 1855110,Super Mix Frutos Secos 400 g,Energía (kCal),375,112.5
Código: 1855110,Super Mix Frutos Secos 400 g,Proteínas (g),10.9,3.3
Código: 1855110,Super Mix Frutos Secos 400 g,Grasas Totales (g),18.9,5.7
Código: 1855110,Super Mix Frutos Secos 400 g,Grasas Saturadas (g),2,0.6
Código: 1855110,Super Mix Frutos Secos 400 g,Grasas Monoinsaturadas (g),9.1,2.7
Código: 1855110,Super Mix Frutos Secos 400 g,Grasas Poliinsaturadas (g),7.2,2.2
Código: 1855110,Super Mix Frutos Secos 400 g,Grasas trans (g),0,0
Código: 1855110,Super Mix Frutos Secos 400 g,Colesterol (mg),0,0
Código: 1855110,Super Mix Frutos Secos 400 g,Hidratos de Carbono disponibles (g),40.9,12.3
Código: 1855110,Super Mix Frutos Secos 400 g,Azúcares totales (g),25.3,7.6
Código: 1855110,Super Mix Frutos Secos 400 g,Sodio (mg),30.4,9.1
Código: 1724562,Mezcla Avellanas 100 g,Energía (kCal),481,120.3
Código: 1724562,Mezcla Avellanas 100 g,Proteínas (g),17,4.3
Código: 1724562,Mezcla Avellanas 100 g,Grasas Totales (g),40,10
Código: 1724562,Mezcla Avellanas 100 g,Grasas Saturadas (g),5.5,1.4
Código: 1724562,Mezcla Avellanas 100 g,Grasas Monoinsaturadas (g),18,4.5
Código: 1724562,Mezcla Avellanas 100 g,Grasas Poliinsaturadas (g),17,4.3
Código: 1724562,Mezcla Avellanas 100 g,Grasas trans (g),0.2,0.1
Código: 1724562,Mezcla Avellanas 100 g,Colesterol (mg),0,0
Código: 1724562,Mezcla Avellanas 100 g,Hidratos de Carbono disponibles (g),14,3.5
Código: 1724562,Mezcla Avellanas 100 g,Azúcares totales (g),13,3.3
Código: 1724562,Mezcla Avellanas 100 g,Sodio (mg),19,4.8
Código: 1656598,Ajo Negro 2 un.,Energía (kCal),149,11.9
Código: 1656598,Ajo Negro 2 un.,Proteínas (g),6.63,0.5
Código: 1656598,Ajo Negro 2 un.,Grasas Totales (g),0.26,0
Código: 1656598,Ajo Negro 2 un.,Hidratos de Carbono disponibles (g),33.1,2.6
Código: 1656598,Ajo Negro 2 un.,Azúcares totales (g),1,0.1
Código: 1656598,Ajo Negro 2 un.,Sodio (mg),17,1.4
Código: 1580763,Castañas de Cajú Pote 120 g,Energía (kCal),580,116
Código: 1580763,Castañas de Cajú Pote 120 g,Proteínas (g),17,3.4
Código: 1580763,Castañas de Cajú Pote 120 g,Grasas Totales (g),48,9.6
Código: 1580763,Castañas de Cajú Pote 120 g,Grasas Saturadas (g),8.5,1.7
Código: 1580763,Castañas de Cajú Pote 120 g,Grasas Monoinsaturadas (g),26.5,5.3
Código: 1580763,Castañas de Cajú Pote 120 g,Grasas Poliinsaturadas (g),8,1.6
Código: 1580763,Castañas de Cajú Pote 120 g,Grasas trans (g),0,0
Código: 1580763,Castañas de Cajú Pote 120 g,Colesterol (mg),0,0
Código: 1580763,Castañas de Cajú Pote 120 g,Hidratos de Carbono disponibles (g),30,6
Código: 1580763,Castañas de Cajú Pote 120 g,Azúcares totales (g),6,1.2
Código: 1580763,Castañas de Cajú Pote 120 g,Sodio (mg),14,2.8
Código: 296767,Nuez Mariposa Frutisa 200 g,Energía (kCal),676,202.8
Código: 296767,Nuez Mariposa Frutisa 200 g,Proteínas (g),15.2,4.6
Código: 296767,Nuez Mariposa Frutisa 200 g,Grasas Totales (g),65.2,19.6
Código: 296767,Nuez Mariposa Frutisa 200 g,Grasas Saturadas (g),6.1,1.8
Código: 296767,Nuez Mariposa Frutisa 200 g,Grasas Monoinsaturadas (g),8.9,2.7
Código: 296767,Nuez Mariposa Frutisa 200 g,Grasas Poliinsaturadas (g),47.2,14.2
Código: 296767,Nuez Mariposa Frutisa 200 g,Grasas trans (g),0,0
Código: 296767,Nuez Mariposa Frutisa 200 g,Colesterol (mg),0,0
Código: 296767,Nuez Mariposa Frutisa 200 g,Hidratos de Carbono disponibles (g),0,0
Código: 296767,Nuez Mariposa Frutisa 200 g,Azúcares totales (g),2.6,0.8
Código: 296767,Nuez Mariposa Frutisa 200 g,Sodio (mg),2,0.6
Código: 1497668,Nueces Trozos 200 g,Energía (kCal),654,196.2
Código: 1497668,Nueces Trozos 200 g,Proteínas (g),15.2,4.6
Código: 1497668,Nueces Trozos 200 g,Grasas Totales (g),65.2,19.6
Código: 1497668,Nueces Trozos 200 g,Grasas Saturadas (g),6.1,1.8
Código: 1497668,Nueces Trozos 200 g,Grasas Monoinsaturadas (g),8.9,2.7
Código: 1497668,Nueces Trozos 200 g,Grasas Poliinsaturadas (g),47.2,14.2
Código: 1497668,Nueces Trozos 200 g,Grasas trans (g),0,0
Código: 1497668,Nueces Trozos 200 g,Colesterol (mg),0,0
Código: 1497668,Nueces Trozos 200 g,Hidratos de Carbono disponibles (g),7,2.1
Código: 1497668,Nueces Trozos 200 g,Azúcares totales (g),2.6,0.8
Código: 1497668,Nueces Trozos 200 g,Sodio (mg),2,0.6
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Energía (kCal),27.6,27.6
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Proteínas (g),1.9,1.9
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Grasas Totales (g),0.1,0.1
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Hidratos de Carbono disponibles (g),4.8,4.8
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Azúcares totales (g),3.4,3.4
Código: 911594,Mezcla Wok Agrosano Chopsuey 300 g,Sodio (mg),15.1,15.1
