Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porcion
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 267553,Pasta Spaghetti N°3 Carozzi 400 g,Sodio (mg),5,4
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Energía (kCal),31,31
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Proteínas (g),1.4,1.4
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Grasas Totales (g),0.5,0.5
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Hidratos de Carbono disponibles (g),4.5,4.5
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Azúcares totales (g),3.3,3.3
Código: 1623696,Passata Tomate Bio Zentrale Orgánica,Sodio (mg),12,12
Código: 1990509,Pasta Fusilli La Molisana 400 g,Energía (kCal),364,291.2
Código: 1990509,Pasta Fusilli La Molisana 400 g,Proteínas (g),21.8,17.4
Código: 1990509,Pasta Fusilli La Molisana 400 g,Grasas Totales (g),4.2,3.4
Código: 1990509,Pasta Fusilli La Molisana 400 g,Grasas Saturadas (g),0,0
Código: 1990509,Pasta Fusilli La Molisana 400 g,Grasas Monoinsaturadas (g),1.3,1
Código: 1990509,Pasta Fusilli La Molisana 400 g,Grasas Poliinsaturadas (g),1.9,1.5
Código: 1990509,Pasta Fusilli La Molisana 400 g,Grasas trans (g),0,0
Código: 1990509,Pasta Fusilli La Molisana 400 g,Colesterol (mg),0,0
Código: 1990509,Pasta Fusilli La Molisana 400 g,Hidratos de Carbono disponibles (g),55.1,44.1
Código: 1990509,Pasta Fusilli La Molisana 400 g,Azúcares totales (g),1.3,1
Código: 1990509,Pasta Fusilli La Molisana 400 g,Fibra (g),10.2,8.2
Código: 1990509,Pasta Fusilli La Molisana 400 g,Sodio (mg),40,32
Código: 1970607,Noodles Ramen Wa Import 250 g,Energía (kCal),361,299.6
Código: 1970607,Noodles Ramen Wa Import 250 g,Proteínas (g),13.3,11
Código: 1970607,Noodles Ramen Wa Import 250 g,Grasas Totales (g),1.2,1
Código: 1970607,Noodles Ramen Wa Import 250 g,Hidratos de Carbono disponibles (g),75.9,63
Código: 1970607,Noodles Ramen Wa Import 250 g,Azúcares totales (g),2.4,2
Código: 1970607,Noodles Ramen Wa Import 250 g,Sodio (mg),361,299.6
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Energía (kCal),349,289.7
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Proteínas (g),13.3,11
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Grasas Totales (g),1.2,1
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Hidratos de Carbono disponibles (g),72.3,60
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Azúcares totales (g),2.4,2
Código: 1970278,Noodles Udon de Papa Wa Import 250 g,Sodio (mg),361,299.6
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Energía (kCal),270,216
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Proteínas (g),17,13.6
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Grasas Totales (g),0,0
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Hidratos de Carbono disponibles (g),41,32.8
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Azúcares totales (g),0,0
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Fibra (g),8.8,7
Código: 1959319,Pasta de Legumbres Wakas Alubia 250 g,Sodio (mg),0,0
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Energía (kCal),48,30.2
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Proteínas (g),1.5,0.9
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Grasas Totales (g),0,0
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Hidratos de Carbono disponibles (g),9.5,6
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Azúcares totales (g),7.9,5
Código: 1961188,Puré de Tomate The Fresh Market 794 g,Sodio (mg),253,159.4
Código: 1959321,Risoni Espinaca Wakas 300 g,Energía (kCal),322,161
Código: 1959321,Risoni Espinaca Wakas 300 g,Proteínas (g),15,7.5
Código: 1959321,Risoni Espinaca Wakas 300 g,Grasas Totales (g),2.4,1.2
Código: 1959321,Risoni Espinaca Wakas 300 g,Hidratos de Carbono disponibles (g),52,26
Código: 1959321,Risoni Espinaca Wakas 300 g,Azúcares totales (g),0,0
Código: 1959321,Risoni Espinaca Wakas 300 g,Fibra (g),8.4,4.2
Código: 1959321,Risoni Espinaca Wakas 300 g,Sodio (mg),120,60
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Energía (kCal),377,377
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Proteínas (g),11,11
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Grasas Totales (g),0.5,0.5
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Hidratos de Carbono disponibles (g),82,82
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Azúcares totales (g),0,0
Código: 1952541,Noodles Vegetales Javara Brócoli 200 g,Sodio (mg),80,80
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Energía (kCal),374,374
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Proteínas (g),11,11
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Grasas Totales (g),1.2,1.2
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Hidratos de Carbono disponibles (g),80,80
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Azúcares totales (g),3.7,3.7
Código: 1952539,Noodles Vegetales Javara Rainbow 200 g,Sodio (mg),209,209
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Energía (kCal),372,372
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Proteínas (g),11,11
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Grasas Totales (g),0.2,0.2
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Hidratos de Carbono disponibles (g),82,82
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Azúcares totales (g),0,0
Código: 1952538,Noodles Vegetales Javara Espinaca 200 g,Sodio (mg),519,519
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Energía (kCal),20,24.6
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Proteínas (g),0.8,1
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Grasas Totales (g),0,0
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Hidratos de Carbono disponibles (g),4,4.9
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Azúcares totales (g),2.4,3
Código: 1949940,Tomate Picado The Fresh Market Pequeño 794 g,Sodio (mg),178,218.9
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Energía (kCal),349,279.2
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Proteínas (g),5.4,4.3
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Grasas Totales (g),1.8,1.4
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Hidratos de Carbono disponibles (g),77.7,62.2
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Azúcares totales (g),0,0
Código: 1938914,Mostacholi NoGlut Sin Gluten 250 g,Sodio (mg),15,12
Código: 1931185,Pasta Espiral Sarraceno 350 g,Energía (kCal),361,315.9
Código: 1931185,Pasta Espiral Sarraceno 350 g,Proteínas (g),11.2,9.8
Código: 1931185,Pasta Espiral Sarraceno 350 g,Grasas Totales (g),2,1.8
Código: 1931185,Pasta Espiral Sarraceno 350 g,Hidratos de Carbono disponibles (g),72,63
Código: 1931185,Pasta Espiral Sarraceno 350 g,Azúcares totales (g),1.3,1.1
Código: 1931185,Pasta Espiral Sarraceno 350 g,Sodio (mg),0,0
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Energía (kCal),365,355.9
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Proteínas (g),7.2,7
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Grasas Totales (g),1.4,1.4
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Hidratos de Carbono disponibles (g),78.7,76.7
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Azúcares totales (g),0.9,0.9
Código: 1931183,Pasta Penne Maíz y Vegetales 350 g,Sodio (mg),6,5.9
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Energía (kCal),173,138.4
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Proteínas (g),4.6,3.7
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Grasas Totales (g),1.2,1
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Hidratos de Carbono disponibles (g),33,26.4
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Azúcares totales (g),2.9,2.3
Código: 1905682,Gnocchi de Papas Queso Maffei 500 g,Sodio (mg),510,408
Código: 1905680,Gnocchi de Papas Maffei 500 g,Energía (kCal),159,127.2
Código: 1905680,Gnocchi de Papas Maffei 500 g,Proteínas (g),3.7,3
Código: 1905680,Gnocchi de Papas Maffei 500 g,Grasas Totales (g),0.4,0.3
Código: 1905680,Gnocchi de Papas Maffei 500 g,Hidratos de Carbono disponibles (g),34,27.2
Código: 1905680,Gnocchi de Papas Maffei 500 g,Azúcares totales (g),0.3,0.2
Código: 1905680,Gnocchi de Papas Maffei 500 g,Sodio (mg),648,518.4
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Energía (kCal),57,22.8
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Proteínas (g),1.8,0.7
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Grasas Totales (g),1.4,0.6
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Hidratos de Carbono disponibles (g),9.3,3.7
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Azúcares totales (g),7.1,2.8
Código: 1930848,Salsa Toscana Carozzi Vegetariana Bolognesa 200 g,Sodio (mg),346,138.4
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Energía (kCal),321,128.4
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Proteínas (g),13,5.2
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Grasas Totales (g),3,1.2
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Hidratos de Carbono disponibles (g),67,26.8
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Azúcares totales (g),4,1.6
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Fibra (g),9,3.6
Código: 1926553,Lasaña Precocida Lucchetti Integral 360 g,Sodio (mg),5,2
Código: 1922154,Linguine 100% Trigo Duro 400 g,Energía (kCal),358,286.4
Código: 1922154,Linguine 100% Trigo Duro 400 g,Proteínas (g),10.2,8.2
Código: 1922154,Linguine 100% Trigo Duro 400 g,Grasas Totales (g),1.7,1.4
Código: 1922154,Linguine 100% Trigo Duro 400 g,Hidratos de Carbono disponibles (g),75.6,60.5
Código: 1922154,Linguine 100% Trigo Duro 400 g,Azúcares totales (g),2.7,2.2
Código: 1922154,Linguine 100% Trigo Duro 400 g,Fibra (g),3.3,2.6
Código: 1922154,Linguine 100% Trigo Duro 400 g,Sodio (mg),12,9.6
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Energía (kCal),329,263.2
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Proteínas (g),6,4.8
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Grasas Totales (g),0.5,0.4
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Hidratos de Carbono disponibles (g),75,60
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Azúcares totales (g),0,0
Código: 1873790,Pasta Multicereal Wakas Kale 250 g,Sodio (mg),0,0
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Energía (kCal),67,84.4
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Proteínas (g),3.1,3.9
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Grasas Totales (g),3.5,4.4
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Grasas Saturadas (g),1,1.3
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Grasas Monoinsaturadas (g),1.8,2.3
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Grasas Poliinsaturadas (g),0.2,0.3
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Grasas trans (g),0,0
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Colesterol (mg),1,1.3
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Hidratos de Carbono disponibles (g),5,6.3
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Azúcares totales (g),4.8,6
Código: 1841134,Salsa de Tomate Mutti Con Parmiggiano 00 g,Sodio (mg),350,441
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Energía (kCal),73,92
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Proteínas (g),1.3,1.6
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Grasas Totales (g),5.2,6.6
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Grasas Saturadas (g),0.8,1
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Grasas Monoinsaturadas (g),3.5,4.4
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Grasas Poliinsaturadas (g),0.4,0.5
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Grasas trans (g),0,0
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Colesterol (mg),0,0
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Hidratos de Carbono disponibles (g),4.4,5.5
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Azúcares totales (g),4.3,5.4
Código: 1841133,Salsa de Tomate Mutti Con Olivas 400 g,Sodio (mg),440,554.4
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Energía (kCal),364,291.2
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Proteínas (g),8.1,6.5
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Grasas Totales (g),1.1,0.9
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Hidratos de Carbono disponibles (g),79.4,63.5
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Azúcares totales (g),0,0
Código: 1774594,Pasta Multicereal Wakas Amaranto 250 g,Sodio (mg),0,0
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Energía (kCal),350,350
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Proteínas (g),14,14
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Grasas Totales (g),1.3,1.3
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Hidratos de Carbono disponibles (g),69,69
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Azúcares totales (g),3.3,3.3
Código: 1757948,Pasta Negra de Sepia La Molisana 500 g,Sodio (mg),90,90
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Energía (kCal),367,110.1
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Proteínas (g),0,0
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Grasas Totales (g),0,0
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Colesterol (mg),0,0
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Hidratos de Carbono disponibles (g),90,27
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Azúcares totales (g),0,0
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Fibra (g),0,0
Código: 1758585,Harina de Tapioca Bob's Red Mill 454 g,Sodio (mg),0,0
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Energía (kCal),84,67.2
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Proteínas (g),5.5,4.4
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Grasas Totales (g),3.9,3.1
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Grasas Saturadas (g),0.4,0.3
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Grasas Monoinsaturadas (g),1.3,1
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Grasas Poliinsaturadas (g),2.2,1.8
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Grasas trans (g),0,0
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Colesterol (mg),0,0
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Hidratos de Carbono disponibles (g),11.5,9.2
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Azúcares totales (g),8,6.4
Código: 1756292,Salsa de Tomate Helios Casera 300 g,Sodio (mg),600,480
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Energía (kCal),355,355
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Proteínas (g),13,13
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Grasas Totales (g),1.7,1.7
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Grasas Saturadas (g),0.9,0.9
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Hidratos de Carbono disponibles (g),72,72
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Azúcares totales (g),3.9,3.9
Código: 1730263,Pasta Elicoidali N°22 Al Bronzo Divella 500 g,Sodio (mg),1.6,1.6
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Energía (kCal),356,356
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Proteínas (g),7.6,7.6
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Grasas Totales (g),2,2
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Hidratos de Carbono disponibles (g),75.9,75.9
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Azúcares totales (g),0.4,0.4
Código: 1683862,Spaghetti La Molisana Sin Gluten 400 g,Sodio (mg),4,4
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Energía (kCal),148,118.4
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Proteínas (g),5,4
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Grasas Totales (g),0.5,0.4
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Hidratos de Carbono disponibles (g),30,24
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Azúcares totales (g),0.1,0.1
Código: 1683861,Gnocchi de Papa La Molisana Integral 500 g,Sodio (mg),317,253.6
Código: 1683859,Lasagna La Molisana Sémola 500 g,Energía (kCal),356,284.8
Código: 1683859,Lasagna La Molisana Sémola 500 g,Proteínas (g),12,9.6
Código: 1683859,Lasagna La Molisana Sémola 500 g,Grasas Totales (g),1.7,1.4
Código: 1683859,Lasagna La Molisana Sémola 500 g,Hidratos de Carbono disponibles (g),72,57.6
Código: 1683859,Lasagna La Molisana Sémola 500 g,Azúcares totales (g),2.6,2.1
Código: 1683859,Lasagna La Molisana Sémola 500 g,Sodio (mg),4,3.2
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Energía (kCal),359,287.2
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Proteínas (g),12.5,10
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Grasas Totales (g),2,1.6
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Hidratos de Carbono disponibles (g),71.2,57
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Azúcares totales (g),3.5,2.8
Código: 1667600,Cannelloni Emiliani Barilla 250 g,Sodio (mg),13,10.4
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Energía (kCal),62,24.8
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Proteínas (g),1.2,0.5
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Grasas Totales (g),0,0
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Hidratos de Carbono disponibles (g),12.6,5
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Azúcares totales (g),8.4,3.4
Código: 1666558,Salsa de Tomates Lucchetti A La Albahaca 200 g,Sodio (mg),355,142
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Energía (kCal),38,51.7
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Proteínas (g),1.6,2.2
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Grasas Totales (g),0,0
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Hidratos de Carbono disponibles (g),7.4,10.1
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Azúcares totales (g),5,6.8
Código: 1666016,Salsa Roja Champiñón American Classic 680 g,Sodio (mg),383,520.9
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Energía (kCal),356,356
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Proteínas (g),13,13
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Grasas Totales (g),1.8,1.8
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Grasas Saturadas (g),0.9,0.9
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Hidratos de Carbono disponibles (g),72,72
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Azúcares totales (g),3.8,3.8
Código: 1654744,Spaghetti Tomate Espinaca Divella 500 g,Sodio (mg),0,0
Código: 542822,Caracoles Lucchetti 400 g,Energía (kCal),338,270.4
Código: 542822,Caracoles Lucchetti 400 g,Proteínas (g),10,8
Código: 542822,Caracoles Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 542822,Caracoles Lucchetti 400 g,Grasas Saturadas (g),0,0
Código: 542822,Caracoles Lucchetti 400 g,Grasas Monoinsaturadas (g),0.7,0.6
Código: 542822,Caracoles Lucchetti 400 g,Grasas Poliinsaturadas (g),2.3,1.8
Código: 542822,Caracoles Lucchetti 400 g,Grasas trans (g),0,0
Código: 542822,Caracoles Lucchetti 400 g,Colesterol (mg),0,0
Código: 542822,Caracoles Lucchetti 400 g,Hidratos de Carbono disponibles (g),70,56
Código: 542822,Caracoles Lucchetti 400 g,Azúcares totales (g),4,3.2
Código: 542822,Caracoles Lucchetti 400 g,Fibra (g),3.5,2.8
Código: 542822,Caracoles Lucchetti 400 g,Sodio (mg),5,4
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Energía (kCal),361,288.8
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Proteínas (g),13,10.4
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Grasas Totales (g),2.5,2
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Hidratos de Carbono disponibles (g),70,56
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Azúcares totales (g),3,2.4
Código: 1611118,Fideos Bauernspätzle Aukas 500 g,Sodio (mg),20,16
Código: 993653,Fideos de Arroz Roland 396 g,Energía (kCal),378,211.7
Código: 993653,Fideos de Arroz Roland 396 g,Proteínas (g),7.2,4
Código: 993653,Fideos de Arroz Roland 396 g,Grasas Totales (g),1,0.6
Código: 993653,Fideos de Arroz Roland 396 g,Hidratos de Carbono disponibles (g),84.6,47.4
Código: 993653,Fideos de Arroz Roland 396 g,Azúcares totales (g),0,0
Código: 993653,Fideos de Arroz Roland 396 g,Sodio (mg),27,15.1
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Energía (kCal),362,289.6
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Proteínas (g),5.5,4.4
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Grasas Totales (g),1.6,1.3
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Grasas trans (g),0,0
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Colesterol (mg),0,0
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Hidratos de Carbono disponibles (g),81.3,65
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Azúcares totales (g),0,0
Código: 1387565,Pasta de Arroz Blue Dragon Macarron 250 g,Sodio (mg),15,12
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Energía (kCal),41,8.2
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Proteínas (g),0.9,0.2
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Grasas Totales (g),0.3,0.1
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Grasas Saturadas (g),0,0
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Hidratos de Carbono disponibles (g),8.5,1.7
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Azúcares totales (g),4.8,1
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Fibra (g),0.5,0.1
Código: 267296,Salsa de Tomate Doña Clara Italiana 200 g,Sodio (mg),337,67.4
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Energía (kCal),28,28
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Proteínas (g),1.2,1.2
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Grasas Totales (g),0.5,0.5
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Hidratos de Carbono disponibles (g),4.4,4.4
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Azúcares totales (g),3.4,3.4
Código: 752093,Salsa de Tomate Mutti Pomodoro Italiano 240 g drenado,Sodio (mg),4,4
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Energía (kCal),60,24
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Proteínas (g),3.1,1.2
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Grasas Totales (g),1,0.4
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Hidratos de Carbono disponibles (g),9.5,3.8
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Azúcares totales (g),6.7,2.7
Código: 592102002,Salsa de Tomates Mamma Mia Boloñesa Doypack 200 g,Sodio (mg),395,158
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Energía (kCal),62,24.8
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Proteínas (g),1.2,0.5
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Grasas Totales (g),0,0
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Hidratos de Carbono disponibles (g),12.6,5
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Azúcares totales (g),8.4,3.4
Código: 267328,Salsa de Tomates Lucchetti Italiana Doypack 200 g,Sodio (mg),355,142
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Energía (kCal),338,270.4
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Proteínas (g),10,8
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Grasas Totales (g),3,2.4
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Grasas Saturadas (g),0,0
Código: 265831,Fideos Mostaccioli Lucchetti 400 g,Grasas Monoinsaturadas (g),0.7,0.6
